index,name,type,width,height,atlas_x,atlas_y,atlas_w,atlas_h,source_kind,source,source_x,source_y,source_w,source_h,source_count,hash,image
138,"center_back_0138",center_back,136,72,1658,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0003.png",40,120,136,72,2,b0b5456a3f9a16da4ef3acfa199da6192ea34a1d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0138.png"
142,"center_back_0142",center_back,136,72,1796,328,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0004.png",40,120,136,72,1,f9c219b26efe840cccc5311163c8bd53fe01b21d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0142.png"
147,"center_back_0147",center_back,136,72,2,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0005.png",40,120,136,72,1,401cdceb50ee764eaa20f51dd3d61728e7f13eb6,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0147.png"
152,"center_back_0152",center_back,136,72,140,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0006.png",40,120,136,72,1,f0ea40729d1af3ec6ee594bdb9dc4e528bdabfd7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0152.png"
157,"center_back_0157",center_back,136,72,278,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0007.png",40,120,136,72,1,92988dc4b41df8b2a0b4c6ea28bca54fc52cb213,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0157.png"
165,"center_back_0165",center_back,136,72,416,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0009.png",40,120,136,72,3,c5c8c7efe94824380ba721a0dcdb91cbc7205434,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0165.png"
170,"center_back_0170",center_back,136,72,554,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0010.png",40,120,136,72,2,a27972b5f42d97406bbf4b7a35986d9a41b7d0d1,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0170.png"
175,"center_back_0175",center_back,136,72,692,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0013.png",40,120,136,72,4,d83fe70d77620bcb5205699399bc732bcebe65c6,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0175.png"
178,"center_back_0178",center_back,136,72,830,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0014.png",40,120,136,72,1,24543ac992fc41a4030f8110a9fdb9bd1ab14b04,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0178.png"
182,"center_back_0182",center_back,136,72,968,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0016.png",40,120,136,72,1,6ea23970dbac8755eb1f3aa84502e573f50feec6,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0182.png"
186,"center_back_0186",center_back,136,72,1106,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0018.png",40,120,136,72,1,e26c95b61e8c261ec2b7f1047e5a773b83ac43df,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0186.png"
190,"center_back_0190",center_back,136,72,1244,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0019.png",40,120,136,72,2,65714a0261e738c0dbd77fd9f80087daec6eeb1a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0190.png"
195,"center_back_0195",center_back,136,72,1382,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0020.png",40,120,136,72,1,2060aa11a4c598b58494b245791ecb005897910c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0195.png"
199,"center_back_0199",center_back,136,72,1520,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0022.png",40,120,136,72,2,0edf06ddf63266ed896504f23f12b335e101fb74,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0199.png"
207,"center_back_0207",center_back,136,72,1658,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0024.png",40,120,136,72,1,5149a8ffa7de9cf5771f85ef2e11030007696e3b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0207.png"
212,"center_back_0212",center_back,136,72,1796,402,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0025.png",40,120,136,72,2,e5a41964654220174ce91932fa7c262ed4109375,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0212.png"
220,"center_back_0220",center_back,136,72,2,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0028.png",40,120,136,72,2,f29f65c116483929007033f61761deb2fb520c11,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0220.png"
224,"center_back_0224",center_back,136,72,140,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0031.png",40,120,136,72,1,4723f61b5980bd8f692e4f026a75a9cac4ba759f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0224.png"
227,"center_back_0227",center_back,136,72,278,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0032.png",40,120,136,72,2,1105e15c4208859ee0e4b4eeaa1b5b3f54891253,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0227.png"
234,"center_back_0234",center_back,136,72,416,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0037.png",40,120,136,72,2,9e4e8d8657d6df8ab51e83e297b74ed4b2ae3c69,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0234.png"
238,"center_back_0238",center_back,136,72,554,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0038.png",40,120,136,72,1,2a01ba7658a8c66fa2246b42696b79ce92019ae2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0238.png"
246,"center_back_0246",center_back,136,72,692,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0041.png",40,120,136,72,1,a118c7b4a219a1dd76b223847d728cab09dfeeab,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0246.png"
251,"center_back_0251",center_back,136,72,830,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0047.png",40,120,136,72,1,020a53b62ac2926b574e3dd496219df7c2afaf4c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0251.png"
256,"center_back_0256",center_back,136,72,968,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0048.png",40,120,136,72,1,272dbac56048d63c0b5b25761a5ae5204db9e7b9,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0256.png"
260,"center_back_0260",center_back,136,72,1106,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0049.png",40,120,136,72,1,3273cd822db1b8f2760dd04e67282f011542bc29,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0260.png"
263,"center_back_0263",center_back,136,72,1244,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0052.png",40,120,136,72,1,a0e247f45a7c80119198ffd37d544fa815629f2f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0263.png"
267,"center_back_0267",center_back,136,72,1382,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0053.png",40,120,136,72,1,1cf141f839a4ae0d5bb7a4f21e09dc3a28925c7e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0267.png"
271,"center_back_0271",center_back,136,72,1520,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0054.png",40,120,136,72,1,bff39a713e998323459c113eed8d6db78b6619d2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0271.png"
276,"center_back_0276",center_back,136,72,1658,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0056.png",40,120,136,72,1,3e87d2fb9afec469dd4460bbe4fc68b2e2ccd9e2,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0276.png"
280,"center_back_0280",center_back,136,72,1796,476,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0058.png",40,120,136,72,1,3f68bba10275dff92cd2432619d3c18a495e1776,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0280.png"
287,"center_back_0287",center_back,136,72,2,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0062.png",40,120,136,72,2,00ad184244560ae4b1f64573de71beaf6f28e413,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0287.png"
292,"center_back_0292",center_back,136,72,140,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0063.png",40,120,136,72,1,57fdf57f35ae8d0c1ac465d86f87e92261ec9fe9,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0292.png"
298,"center_back_0298",center_back,136,72,278,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0065.png",40,120,136,72,1,501f134e0241342418a681568253d2fb12cfa73b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0298.png"
303,"center_back_0303",center_back,136,72,416,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0069.png",40,120,136,72,3,5b3d44e5dc6764eda014d58c00ab90a308e388d7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0303.png"
308,"center_back_0308",center_back,136,72,554,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0071.png",40,120,136,72,1,45952d464a586cf76efef77103fb1384c1042546,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0308.png"
315,"center_back_0315",center_back,136,72,692,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0076.png",40,120,136,72,1,ab6a8894eda9fe901890682b33c6132cfcb9f4fa,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0315.png"
319,"center_back_0319",center_back,136,72,830,550,136,72,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0005/keyframes/key_0077.png",40,120,136,72,1,3b7447dd4016def464985d23406815747a7726a8,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0319.png"
323,"center_back_0323",center_back,136,72,968,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_001_capture_0001.png",40,0,136,72,1,4f83a034122814ec510a048dea663d2311dbccd7,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0323.png"
327,"center_back_0327",center_back,136,72,1106,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_002_capture_0003.png",40,0,136,72,1,fcf40685013e2ae9d7f37516076309dad8db11d5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0327.png"
330,"center_back_0330",center_back,136,72,1244,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_003_capture_0004.png",40,0,136,72,1,630c0e07fac10a2a7851562d7c972159fa78abe1,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0330.png"
333,"center_back_0333",center_back,136,72,1382,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_004_capture_0007.png",40,0,136,72,3,aa8be17f6141f1ac1944b2da98d0615c76b161cb,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0333.png"
337,"center_back_0337",center_back,136,72,1520,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_005_capture_0008.png",40,0,136,72,1,3f9ef063f758b69b5fb76829e8a2604b55dc5a0b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0337.png"
341,"center_back_0341",center_back,136,72,1658,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_006_capture_0009.png",40,0,136,72,1,a3e1e82bc3370e3f7eac3272d5fb386a89608efa,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0341.png"
344,"center_back_0344",center_back,136,72,1796,550,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_007_capture_0016.png",40,0,136,72,1,060133e4a4a0576db25336c378d4dfd6e392723d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0344.png"
347,"center_back_0347",center_back,136,72,2,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_008_capture_0017.png",40,0,136,72,1,77220c8b750654737d215dd1f5ac56ea6ec075e0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0347.png"
350,"center_back_0350",center_back,136,72,140,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_009_capture_0018.png",40,0,136,72,1,b237551db3eda16a67ee3f13cb99562fed75c0d5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0350.png"
353,"center_back_0353",center_back,136,72,278,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_010_capture_0020.png",40,0,136,72,1,168bf405cf3968c6682ba810c352ebcca9ea407a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0353.png"
356,"center_back_0356",center_back,136,72,416,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_011_capture_0021.png",40,0,136,72,2,4ed64dd45ad2c2617b436796772eb9067400b3c0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0356.png"
359,"center_back_0359",center_back,136,72,554,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_012_capture_0026.png",40,0,136,72,1,d773011a5e1b0b2663a1be193536b8c257b72654,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0359.png"
363,"center_back_0363",center_back,136,72,692,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_013_capture_0027.png",40,0,136,72,2,0c67b702693f81b5c4921607aaef894bd4f31b13,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0363.png"
366,"center_back_0366",center_back,136,72,830,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_014_capture_0028.png",40,0,136,72,1,59b22126a1e12945c98bf8c3786e570582de45bc,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0366.png"
369,"center_back_0369",center_back,136,72,968,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_015_capture_0029.png",40,0,136,72,1,bfaa918f2e5e4c813a759248e06870d298b627ee,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0369.png"
373,"center_back_0373",center_back,136,72,1106,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_016_capture_0030.png",40,0,136,72,1,620c29ed847189949c6dc57f36326e850be3d47c,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0373.png"
377,"center_back_0377",center_back,136,72,1244,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_017_capture_0031.png",40,0,136,72,1,b09a5f3eb81e1cccc4911907e4008306c076d21e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0377.png"
380,"center_back_0380",center_back,136,72,1382,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_018_capture_0033.png",40,0,136,72,1,e8555db8aefb4565e1fe5f69bb2d797556549a72,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0380.png"
384,"center_back_0384",center_back,136,72,1520,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_019_capture_0034.png",40,0,136,72,1,884c4bbf25d7a59fe752834b370786be1fd14908,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0384.png"
387,"center_back_0387",center_back,136,72,1658,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_020_capture_0039.png",40,0,136,72,1,f0f16fb488c4a6eca63ec26c5daef8c1a88e35e5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0387.png"
391,"center_back_0391",center_back,136,72,1796,624,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_021_capture_0040.png",40,0,136,72,1,7f47fbff07fc2667df6acbdb99db842dc61b9938,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0391.png"
395,"center_back_0395",center_back,136,72,2,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_022_capture_0041.png",40,0,136,72,3,f88526cfcc823cfcb1a12b3ea7409545edcbbea5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0395.png"
402,"center_back_0402",center_back,136,72,140,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_025_capture_0051.png",40,0,136,72,1,e0736155e54077fc8fa8e07d23e8c1c19c323438,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0402.png"
406,"center_back_0406",center_back,136,72,278,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_026_capture_0058.png",40,0,136,72,1,b6b03f797d05139a19abc3e674ba8ee89e9b67cc,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0406.png"
410,"center_back_0410",center_back,136,72,416,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_027_capture_0059.png",40,0,136,72,1,230cd9cd78a7542f3fb14d55ee22e88ba44a358d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0410.png"
412,"center_back_0412",center_back,136,72,554,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_028_capture_0067.png",40,0,136,72,1,d695f629459e2e5bbdd76917ad08932eba883e27,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0412.png"
415,"center_back_0415",center_back,136,72,692,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_029_capture_0068.png",40,0,136,72,1,eb12d8d61702f92505d95495342d80dac27950a1,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0415.png"
418,"center_back_0418",center_back,136,72,830,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_030_capture_0070.png",40,0,136,72,2,173c6e88bfdd23e2c451ba3f7217ae903df20b8b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0418.png"
422,"center_back_0422",center_back,136,72,968,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_031_capture_0074.png",40,0,136,72,2,67b16e465d20b1adb4adadaf09f6e8b2a4254f56,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0422.png"
425,"center_back_0425",center_back,136,72,1106,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_033_capture_0089.png",40,0,136,72,1,ba4cbd7b1991832fc25813286437a66cc635428f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0425.png"
428,"center_back_0428",center_back,136,72,1244,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_034_capture_0093.png",40,0,136,72,2,c6b6555265375f7d574686d732e8125954bd2450,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0428.png"
431,"center_back_0431",center_back,136,72,1382,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_035_capture_0094.png",40,0,136,72,2,ab872ab26fb66cca6015a43f93615a77b342c147,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0431.png"
436,"center_back_0436",center_back,136,72,1520,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_037_capture_0101.png",40,0,136,72,1,13af32dbb7682f1e217d9b5bfcd574c47a5f2f31,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0436.png"
439,"center_back_0439",center_back,136,72,1658,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_038_capture_0105.png",40,0,136,72,1,0b64725d53bdca2c099f19aa34203ca9f481e533,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0439.png"
443,"center_back_0443",center_back,136,72,1796,698,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_039_capture_0106.png",40,0,136,72,1,86b44f5bc8ad8091e557acc50c1d03e7a6750dbe,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0443.png"
447,"center_back_0447",center_back,136,72,2,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_040_capture_0107.png",40,0,136,72,1,023f018d57dffafec7d924fe00d6d2302a8ec835,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0447.png"
451,"center_back_0451",center_back,136,72,140,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_041_capture_0108.png",40,0,136,72,1,3eb061a66f12d25964da77565a39341fc44b7cdd,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0451.png"
455,"center_back_0455",center_back,136,72,278,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_043_capture_0116.png",40,0,136,72,1,09025578a7ff52a8a0aca6c526705f7e4cb0b962,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0455.png"
459,"center_back_0459",center_back,136,72,416,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_044_capture_0127.png",40,0,136,72,1,62de0a1781da5e159a32c2077bf3c7b3405da89e,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0459.png"
461,"center_back_0461",center_back,136,72,554,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_045_capture_0134.png",40,0,136,72,1,a7fa8aeede537943b72e0cccffbfef76e5f712c0,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0461.png"
471,"center_back_0471",center_back,136,72,692,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_050_capture_0146.png",40,0,136,72,1,27f0261f9ac26377cc1ebb6b88c5e76be0319673,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0471.png"
474,"center_back_0474",center_back,136,72,830,772,136,72,settled_corridor_view,"analysis/wall_reconstruction/unique_corridor_views/corridor_view_051_capture_0147.png",40,0,136,72,1,d19bff69b55895c518e05938ec38e50fb7927748,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/center_back_0474.png"
5,"floor_0005",floor,176,68,968,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0001.png",0,172,176,68,17,4e91bdbc0d39bd54db82dc16c5f93149423e4207,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0005.png"
10,"floor_0010",floor,176,68,1146,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0003.png",0,172,176,68,4,af8097ac943b1c0f97ce473df31c0cf4ea9ec01a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0010.png"
15,"floor_0015",floor,176,68,1324,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0004.png",0,172,176,68,4,11dfcf0a7e57e19fb77901d166e48caca5f73a1f,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0015.png"
20,"floor_0020",floor,176,68,1502,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0005.png",0,172,176,68,9,789f87ece407118476996f584679f047175b37c1,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0020.png"
24,"floor_0024",floor,176,68,1680,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0007.png",0,172,176,68,14,80c94c089b1eb4fa657bf139455be312b65618c4,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0024.png"
29,"floor_0029",floor,176,68,1858,772,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0018.png",0,172,176,68,3,efceb98a63b1ffe2a51ff5476ded820ff8365888,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0029.png"
34,"floor_0034",floor,176,68,2,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0019.png",0,172,176,68,3,9c4707a9e23526f023579887667e664d5f5e5259,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0034.png"
39,"floor_0039",floor,176,68,180,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0021.png",0,172,176,68,3,45fcc90a8958425d40d73dcdac39c2f8b2308c0b,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0039.png"
44,"floor_0044",floor,176,68,358,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0022.png",0,172,176,68,24,6fae3fb12bc4e99705ace45344fe12776e26fde9,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0044.png"
49,"floor_0049",floor,176,68,536,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0026.png",0,172,176,68,1,950256d297e40ba815806eb5800c6a4b8c447a7d,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0049.png"
53,"floor_0053",floor,176,68,714,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0027.png",0,172,176,68,2,221587d1cb078ca73f7fff96b8e4d31048e0be8a,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0053.png"
56,"floor_0056",floor,176,68,892,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0028.png",0,172,176,68,7,9b1011c0c8071af26b72e2acdf80142f8b392dd5,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0056.png"
59,"floor_0059",floor,176,68,1070,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0001/keyframes/key_0030.png",0,172,176,68,9,dc6269f8d192f9bbd89ea574d3687d11d2be2e22,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0059.png"
64,"floor_0064",floor,176,68,1248,846,176,68,turn_keyframe,"analysis/wall_reconstruction/turn_recordings/session_0002/keyframes/key_0004.png",0,172,176,68,2,3b2005bd532b231f5e26e70dcc90fe5101a45495,"analysis/wall_reconstruction/environment_chunk_atlas/chunks/floor_0064.png"
